"Paper_No","Module_No","Exam_Year","Exam_Sitting","Title","Paper","Module_URL","Subject","Paper_Language","Paper_type","subject","paper_no","regex_start","regex_end"
"physical sciences paper 2",2819,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=ghS4QxJt5fA%3d&tabid=726&portalid=0&mid=2819","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",4293,2015,"November","2015 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=IfbZSHXnayI%3d&tabid=979&portalid=0&mid=4293","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1805,2014,NA,"2014 Grade 12 NSC Exemplars","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=n5arPjiI60o%3d&tabid=599&portalid=0&mid=1805","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",8405,2018,"November","2018 November NSC Examination Papers ","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=8saVtMjM6Qc%3d&tabid=2268&portalid=0&mid=8405","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1911,2013,"February","2013 Feb/March NSC Examination Papers","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=7CthM-hvj2o%3d&tabid=610&portalid=0&mid=1911","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",8266,2018,"May","2018 May/June NSC Exam Papers","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=DyK78C2CsTo%3d&tabid=2182&portalid=0&mid=8266","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",8990,2019,"November","2019 NSC Examination Papers (November)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ihqDlttrF8Q%3d&tabid=2556&portalid=0&mid=8990","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",7354,2017,"November","2017 November NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=1nipP1OS9OM%3d&tabid=1856&portalid=0&mid=7354","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",6183,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ftSVO08Iuks%3d&tabid=1508&portalid=0&mid=6183","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",7599,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=sd5MNP36JM8%3d&tabid=1920&portalid=0&mid=7599","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1678,2014,"February","2014 Feb/March NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=IAuCdLZWtoE%3d&tabid=584&portalid=0&mid=1678","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1911,2013,"February","2013 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=BO0zT3Z13wM%3d&tabid=610&portalid=0&mid=1911","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2819,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=B0vaF4C69hM%3d&tabid=726&portalid=0&mid=2819","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",8990,2019,"November","2019 NSC Examination Papers (November)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Xcl5pu2aqPQ%3d&tabid=2556&portalid=0&mid=8990","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",6183,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=y8Fo3hoKcbs%3d&tabid=1508&portalid=0&mid=6183","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",7354,2017,"November","2017 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=tlBISRELiQ0%3d&tabid=1856&portalid=0&mid=7354","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",9635,2020,"November","2020 NSC and SC Exam Papers (November)","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=l5Q6JxAbkZ0%3d&tabid=2702&portalid=0&mid=9635","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2532,2009,"November","2009 November NSC Examination Papers ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Xto94DktsIA%3d&tabid=677&portalid=0&mid=2532","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",8405,2018,"November","2018 November NSC Examination Papers ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=xHHpGmxDPls%3d&tabid=2268&portalid=0&mid=8405","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",5743,2016,"May","2016 ASC Exam Papers (May/June)","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=PVWhcr8PIvQ%3d&tabid=1375&portalid=0&mid=5743","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2274,2011,"November","2011 November NSC Examination Papers  ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Ec8izQ6OoX8%3d&tabid=647&portalid=0&mid=2274","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1911,2013,"February","2013 Feb/March NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=p8qZnQA4L6k%3d&tabid=610&portalid=0&mid=1911","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",7599,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=dGFVWjPLJf4%3d&tabid=1920&portalid=0&mid=7599","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2905,2015,"February","2015 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=YPUMlML-q8c%3d&tabid=730&portalid=0&mid=2905","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",9918,2021,"May","2021 NSC/SC May/June Examinations","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=kg9Cg7DlpSQ%3d&tabid=2837&portalid=0&mid=9918","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1535,2014,"November","2014 November NSC Examination Papers","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=OdAjkFFYn-s%3d&tabid=568&portalid=0&mid=1535","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1805,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=5qSSIH4VdeY%3d&tabid=599&portalid=0&mid=1805","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",8266,2018,"May","2018 May/June NSC Exam Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=rFjIYf95_Sk%3d&tabid=2182&portalid=0&mid=8266","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2532,2009,"November","2009 November NSC Examination Papers ","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=5LAUsvloxIA%3d&tabid=677&portalid=0&mid=2532","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1863,2013,"November","2013 November NSC Examination Papers ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=HRYxhne1JAk%3d&tabid=607&portalid=0&mid=1863","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2274,2011,"November","2011 November NSC Examination Papers  ","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=ftfS9maiffg%3d&tabid=647&portalid=0&mid=2274","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2905,2015,"February","2015 Feb/March NSC Examination Papers","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=e8_WIkNIg3M%3d&tabid=730&portalid=0&mid=2905","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1535,2014,"November","2014 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=gpbi057hLes%3d&tabid=568&portalid=0&mid=1535","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1535,2014,"November","2014 November NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=FIeGE2Kn06M%3d&tabid=568&portalid=0&mid=1535","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2274,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=gjVoiccgQ4g%3d&tabid=647&portalid=0&mid=2274","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",6183,2016,"November","2016 NSC Examinations (Oct/Nov)","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=lj_t73YLvCM%3d&tabid=1508&portalid=0&mid=6183","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1805,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=9XOor8X67aY%3d&tabid=599&portalid=0&mid=1805","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",4293,2015,"November","2015 November NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=jssVjtaqI5Y%3d&tabid=979&portalid=0&mid=4293","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",4411,2016,"February","2016 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ITvlHibgPhw%3d&tabid=1000&portalid=0&mid=4411","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2819,2011,"February","2011 Feb/March NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=lAi5UCv0b6s%3d&tabid=726&portalid=0&mid=2819","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",5743,2016,"May","2016 ASC Exam Papers (May/June)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=dynYgONLG6A%3d&tabid=1375&portalid=0&mid=5743","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",9635,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=H8yi_oar-I8%3d&tabid=2702&portalid=0&mid=9635","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",9635,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=xUQ6Zo6wIpI%3d&tabid=2702&portalid=0&mid=9635","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",4293,2015,"November","2015 November NSC Examination Papers","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=CT62X-UMcL0%3d&tabid=979&portalid=0&mid=4293","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1678,2014,"February","2014 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=dKIvzC3dF4U%3d&tabid=584&portalid=0&mid=1678","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",8266,2018,"May","2018 May/June NSC Exam Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ZgrYjAdN6y4%3d&tabid=2182&portalid=0&mid=8266","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2332,2012,"February","2012 Feb/March NSC Examination Papers","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=cf1l-7HRiTU%3d&tabid=649&portalid=0&mid=2332","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1863,2013,"November","2013 November NSC Examination Papers ","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=qSUkf0z9OiY%3d&tabid=607&portalid=0&mid=1863","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2332,2012,"February","2012 Feb/March NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=MIQAI8YX_Gg%3d&tabid=649&portalid=0&mid=2332","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",9918,2021,"May","2021 NSC/SC May/June Examinations","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=9IngEp8UnPg%3d&tabid=2837&portalid=0&mid=9918","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",7599,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Y7_rdOQmGzU%3d&tabid=1920&portalid=0&mid=7599","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",4411,2016,"February","2016 Feb/March NSC Examination Papers","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=NOFtLXPuUV4%3d&tabid=1000&portalid=0&mid=4411","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",4411,2016,"February","2016 Feb/March NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=OLrtcnqWhVo%3d&tabid=1000&portalid=0&mid=4411","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",9918,2021,"May","2021 NSC/SC May/June Examinations","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Dzf4w_go8as%3d&tabid=2837&portalid=0&mid=9918","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2332,2012,"February","2012 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LWOF9yDN9Zc%3d&tabid=649&portalid=0&mid=2332","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",6393,2017,"February","2017 Feb/March NSC Exam Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=vkqyGS7LnSQ%3d&tabid=1608&portalid=0&mid=6393","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",5743,2016,"May","2016 ASC Exam Papers (May/June)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=cOyx-bA7Exk%3d&tabid=1375&portalid=0&mid=5743","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",8405,2018,"November","2018 November NSC Examination Papers ","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=KHDS8lZFxBE%3d&tabid=2268&portalid=0&mid=8405","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",8943,2019,"May","2019 May/June Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=cAThUPsVB4U%3d&tabid=2468&portalid=0&mid=8943","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",8943,2019,"May","2019 May/June Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=XYMUedtQsPU%3d&tabid=2468&portalid=0&mid=8943","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",8943,2019,"May","2019 May/June Examination Papers","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=6_cHdAI9Ko8%3d&tabid=2468&portalid=0&mid=8943","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",1678,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=h12ZfCvshzw%3d&tabid=584&portalid=0&mid=1678","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",6393,2017,"February","2017 Feb/March NSC Exam Papers","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=40GlODW4S0c%3d&tabid=1608&portalid=0&mid=6393","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2905,2015,"February","2015 Feb/March NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=eQJyFk4kwEQ%3d&tabid=730&portalid=0&mid=2905","Physical Sciences","English",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",6393,2017,"February","2017 Feb/March NSC Exam Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=1OugfQlnMms%3d&tabid=1608&portalid=0&mid=6393","Physical Sciences","Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"physical sciences paper 2",2532,2009,"November","2009 November NSC Examination Papers ","Memo Paper 2 (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Lnso5PgIfOA%3d&tabid=677&portalid=0&mid=2532","Physical Sciences","English and Afrikaans",NA,"Physical Sciences","Paper 2","1.1.1 ",1.2
"technical sciences paper 1",9922,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=NTEFoEhLyLs%3d&tabid=2837&portalid=0&mid=9922","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",9922,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Wa39RQdlyes%3d&tabid=2837&portalid=0&mid=9922","Technical Sciences","English",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",7311,2018,NA,"2018 Grade 12 Exemplars: Technical Subjects","Technical Sciences Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=svgKTs-2bgM%3d&tabid=1855&portalid=0&mid=7311","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",9657,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=qekwZzY6tOI%3d&tabid=2702&portalid=0&mid=9657","Technical Sciences","English",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",8936,2019,"May","2019 May/June Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ktvF5iFqmKM%3d&tabid=2468&portalid=0&mid=8936","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",8936,2019,"May","2019 May/June Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=ROa7e0rtgcQ%3d&tabid=2468&portalid=0&mid=8936","Technical Sciences","English",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",8987,2019,"November","2019 NSC Examination Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=7Djuy2GI2XU%3d&tabid=2556&portalid=0&mid=8987","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",9922,2021,"May","2021 NSC/SC May/June Examinations","Memo Paper 1 (English and Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=8IYILsdaNkQ%3d&tabid=2837&portalid=0&mid=9922","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",9657,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=brAx-gfCL6o%3d&tabid=2702&portalid=0&mid=9657","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",8936,2019,"May","2019 May/June Examination Papers","Memo Paper 1 (Afrikaans and English)","https://www.education.gov.za/LinkClick.aspx?fileticket=z_UtMFIa1jw%3d&tabid=2468&portalid=0&mid=8936","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",7311,2018,NA,"2018 Grade 12 Exemplars: Technical Subjects","Technical Sciences Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=7AAZ-zmV7UU%3d&tabid=1855&portalid=0&mid=7311","Technical Sciences","English",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",8987,2019,"November","2019 NSC Examination Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=kPmgI-cQ9KE%3d&tabid=2556&portalid=0&mid=8987","Technical Sciences","English",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",7311,2018,NA,"2018 Grade 12 Exemplars: Technical Subjects","Technical Sciences Paper 1 Memo (English & Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=w6siwHPVNNw%3d&tabid=1855&portalid=0&mid=7311","Technical Sciences","English and Afrikaans","Memo","technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 1",9657,2020,"November","2020 NSC and SC Exam Papers (November)","Memo Paper 1 (English and Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=gAOrY8KUjhk%3d&tabid=2702&portalid=0&mid=9657","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 1","1.1.1 ",1.2
"technical sciences paper 2",9922,2021,"May","2021 NSC/SC May/June Examinations","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=eW7-6W4n9qk%3d&tabid=2837&portalid=0&mid=9922","Technical Sciences","English",NA,"technical sciences","Paper 2","1.1.1 ",1.2
"technical sciences paper 2",8936,2019,"May","2019 May/June Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=IRCG9CprUhY%3d&tabid=2468&portalid=0&mid=8936","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 2","1.1.1 ",1.2
"technical sciences paper 2",9657,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=bcepO3JfptQ%3d&tabid=2702&portalid=0&mid=9657","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 2","1.1.1 ",1.2
"technical sciences paper 2",9922,2021,"May","2021 NSC/SC May/June Examinations","Memo Paper 2 (English and Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=HIT9HUDE5fo%3d&tabid=2837&portalid=0&mid=9922","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 2","1.1.1 ",1.2
"technical sciences paper 2",8987,2019,"November","2019 NSC Examination Papers (November)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Vm0f-h98PNA%3d&tabid=2556&portalid=0&mid=8987","Technical Sciences","English",NA,"technical sciences","Paper 2","1.1.1 ",1.2
"technical sciences paper 2",8936,2019,"May","2019 May/June Examination Papers","Memo Paper 2 (Afrikaans and English)","https://www.education.gov.za/LinkClick.aspx?fileticket=4ee0rH0A3qU%3d&tabid=2468&portalid=0&mid=8936","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 2","1.1.1 ",1.2
"technical sciences paper 2",7311,2018,NA,"2018 Grade 12 Exemplars: Technical Subjects","Technical Sciences Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=XZiFJPZEqMs%3d&tabid=1855&portalid=0&mid=7311","Technical Sciences","English",NA,"technical sciences","Paper 2","1.1.1 ",1.2
"technical sciences paper 2",9922,2021,"May","2021 NSC/SC May/June Examinations","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=l0gmyNe0YoA%3d&tabid=2837&portalid=0&mid=9922","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 2","1.1.1 ",1.2
"technical sciences paper 2",8987,2019,"November","2019 NSC Examination Papers (November)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=6P4J7J3iINU%3d&tabid=2556&portalid=0&mid=8987","Technical Sciences","Afrikaans",NA,"technical sciences","Paper 2","1.1.1 ",1.2
