"Module_No","Exam_Year","Exam_Sitting","Title","Paper","Module_URL","Subject","Paper_Language","Paper_type","Paper_No","HL_FAL_SAL","Region","NA.","NA..1","filename","fileext","mc_start","mc_end","mc"
5736,2016,"May","2016 ASC Exam Papers (May/June)","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=kPwILUc2Hks%3d&tabid=1375&portalid=0&mid=5736","economics","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2016 May Economics paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
5736,2016,"May","2016 ASC Exam Papers (May/June)","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=XuMcZhVD9Qk%3d&tabid=1375&portalid=0&mid=5736","economics","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2016 May Economics paper 2 english",".pdf","1.1.1 ",1.2,TRUE
4436,2016,"February","2016 Feb/March NSC Examination Papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=XqwTI6swAcw%3d&tabid=1000&portalid=0&mid=4436","economics","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2016 February Economics paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
4436,2016,"February","2016 Feb/March NSC Examination Papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=yCm2A9uv2KQ%3d&tabid=1000&portalid=0&mid=4436","economics","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2016 February Economics paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
4436,2016,"February","2016 Feb/March NSC Examination Papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=P300FVcXRO0%3d&tabid=1000&portalid=0&mid=4436","economics","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2016 February Economics paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
4436,2016,"February","2016 Feb/March NSC Examination Papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Vub_UrZiqKY%3d&tabid=1000&portalid=0&mid=4436","economics","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2016 February Economics paper 2 english",".pdf","1.1.1 ",1.2,TRUE
4281,2015,"November","2015 November NSC Examination Papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=RBkCiymBvTs%3d&tabid=979&portalid=0&mid=4281","economics","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2015 November Economics paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
4281,2015,"November","2015 November NSC Examination Papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3kr-MdjfQ2E%3d&tabid=979&portalid=0&mid=4281","economics","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2015 November Economics paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
4281,2015,"November","2015 November NSC Examination Papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=_53BIQhQPCY%3d&tabid=979&portalid=0&mid=4281","economics","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2015 November Economics paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
4281,2015,"November","2015 November NSC Examination Papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=31nP-4QtsbI%3d&tabid=979&portalid=0&mid=4281","economics","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2015 November Economics paper 2 english",".pdf","1.1.1 ",1.2,TRUE
1543,2014,"November","2014 November NSC Examination Papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=WjhTVmfX0rk%3d&tabid=568&portalid=0&mid=1543","economics","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 November Economics paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
1543,2014,"November","2014 November NSC Examination Papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=fsrIMsT5A6U%3d&tabid=568&portalid=0&mid=1543","economics","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 November Economics paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
1543,2014,"November","2014 November NSC Examination Papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Lw6FY7aPb1U%3d&tabid=568&portalid=0&mid=1543","economics","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 November Economics paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
1543,2014,"November","2014 November NSC Examination Papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=HPzJtoHfmwg%3d&tabid=568&portalid=0&mid=1543","economics","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 November Economics paper 2 english",".pdf","1.1.1 ",1.2,TRUE
1785,2014,"","2014 Grade 12 NSC Exemplars","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=WjhTVmfX0rk%3d&tabid=599&portalid=0&mid=1785","economics","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 NA Economics paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
1785,2014,"","2014 Grade 12 NSC Exemplars","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=E0ktMuxKkJA%3d&tabid=599&portalid=0&mid=1785","economics","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 NA Economics paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
1785,2014,"","2014 Grade 12 NSC Exemplars","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=amUq0IZlWKk%3d&tabid=599&portalid=0&mid=1785","economics","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 NA Economics paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
1785,2014,"","2014 Grade 12 NSC Exemplars","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=sqTKQ0LZEhk%3d&tabid=599&portalid=0&mid=1785","economics","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 NA Economics paper 2 english",".pdf","1.1.1 ",1.2,TRUE
12312,2023,"May","2023 May/June NSC/SC Exam Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=VYbQljQeMgU%3d&tabid=4504&portalid=0&mid=12312","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 May Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
12312,2023,"May","2023 May/June NSC/SC Exam Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=9evA7Nlv6N4%3d&tabid=4504&portalid=0&mid=12312","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 May Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
12312,2023,"May","2023 May/June NSC/SC Exam Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=R1qiq-RR-DM%3d&tabid=4504&portalid=0&mid=12312","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 May Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
12312,2023,"May","2023 May/June NSC/SC Exam Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=c9TLxkeD2mc%3d&tabid=4504&portalid=0&mid=12312","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 May Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
12676,2023,"November","2023 NSC November Exam papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=tZqvO-61zs8%3d&tabid=4682&portalid=0&mid=12676","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 November Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
12676,2023,"November","2023 NSC November Exam papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=raxhHls5gfA%3d&tabid=4682&portalid=0&mid=12676","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 November Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
12676,2023,"November","2023 NSC November Exam papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=BK1s-aCTIdY%3d&tabid=4682&portalid=0&mid=12676","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 November Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
12676,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=LF7wm_FjWxA%3d&tabid=4682&portalid=0&mid=12676","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 November Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
10981,2022,"November","2022 NSC November Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=5rJxzlhHhUg%3d&tabid=3294&portalid=0&mid=10981","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 November Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
10981,2022,"November","2022 NSC November Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Gs7ztthg_HU%3d&tabid=3294&portalid=0&mid=10981","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 November Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
10981,2022,"November","2022 NSC November Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=U6DwSx-0ukU%3d&tabid=3294&portalid=0&mid=10981","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 November Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
10981,2022,"November","2022 NSC November Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=-lJ_5XqAFvo%3d&tabid=3294&portalid=0&mid=10981","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 November Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
10570,2022,"May","2022 May/June NSC/SC Exam Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Fi5GrGsB5a0%3d&tabid=3138&portalid=0&mid=10570","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 May Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
10570,2022,"May","2022 May/June NSC/SC Exam Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=y6XdmD-jo-I%3d&tabid=3138&portalid=0&mid=10570","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 May Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
10570,2022,"May","2022 May/June NSC/SC Exam Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=B4FOxqT9UhU%3d&tabid=3138&portalid=0&mid=10570","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 May Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
10570,2022,"May","2022 May/June NSC/SC Exam Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=7Jo5JZDx2Ko%3d&tabid=3138&portalid=0&mid=10570","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 May Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
10131,2021,"November","2021 NSC November Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=uzBgXAeTVS0%3d&tabid=2922&portalid=0&mid=10131","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 November Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
10131,2021,"November","2021 NSC November Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=VDEyYY83FwA%3d&tabid=2922&portalid=0&mid=10131","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 November Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
10131,2021,"November","2021 NSC November Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=pQ39l5iH_8E%3d&tabid=2922&portalid=0&mid=10131","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 November Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
10131,2021,"November","2021 NSC November Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=h1DFjBXRQ5E%3d&tabid=2922&portalid=0&mid=10131","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 November Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
9911,2021,"May","2021 NSC/SC May/June Examinations","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=2Me7geyjx9Q%3d&tabid=2837&portalid=0&mid=9911","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 May Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
9911,2021,"May","2021 NSC/SC May/June Examinations","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=5slFKqx7Rvo%3d&tabid=2837&portalid=0&mid=9911","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 May Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
9911,2021,"May","2021 NSC/SC May/June Examinations","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=nUlvmdFsEGQ%3d&tabid=2837&portalid=0&mid=9911","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 May Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
9911,2021,"May","2021 NSC/SC May/June Examinations","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=hqVX0UArRLg%3d&tabid=2837&portalid=0&mid=9911","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 May Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
9628,2020,"November","2020 NSC and SC Exam Papers (November)","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=NGBWRx1jSP0%3d&tabid=2702&portalid=0&mid=9628","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2020 November Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
9628,2020,"November","2020 NSC and SC Exam Papers (November)","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=cDiVKJLJKOQ%3d&tabid=2702&portalid=0&mid=9628","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2020 November Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
9628,2020,"November","2020 NSC and SC Exam Papers (November)","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=kN5tY7i_S00%3d&tabid=2702&portalid=0&mid=9628","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2020 November Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
9628,2020,"November","2020 NSC and SC Exam Papers (November)","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=447SryB0LAQ%3d&tabid=2702&portalid=0&mid=9628","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2020 November Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
8930,2019,"May","2019 May/June Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3eB1a6yzPe0%3d&tabid=2468&portalid=0&mid=8930","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2019 May Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
8930,2019,"May","2019 May/June Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=O5FUHXypuPk%3d&tabid=2468&portalid=0&mid=8930","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2019 May Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
8930,2019,"May","2019 May/June Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=g1BeG7MLTBo%3d&tabid=2468&portalid=0&mid=8930","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2019 May Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
8930,2019,"May","2019 May/June Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=LWgKjNuwTWY%3d&tabid=2468&portalid=0&mid=8930","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2019 May Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
8395,2018,"November","2018 November NSC Examination Papers ","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=A4F-gbx6YyI%3d&tabid=2268&portalid=0&mid=8395","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 November Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
8395,2018,"November","2018 November NSC Examination Papers ","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=auKnxzhAWqM%3d&tabid=2268&portalid=0&mid=8395","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 November Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
8395,2018,"November","2018 November NSC Examination Papers ","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=hhLSssIhheI%3d&tabid=2268&portalid=0&mid=8395","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 November Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
8395,2018,"November","2018 November NSC Examination Papers ","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=zIWYeFpaxdM%3d&tabid=2268&portalid=0&mid=8395","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 November Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
7592,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=HUV57TEGuYQ%3d&tabid=1920&portalid=0&mid=7592","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 February Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
7592,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=cio1CEHAQXs%3d&tabid=1920&portalid=0&mid=7592","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 February Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
7592,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=ESUJX7iSfhU%3d&tabid=1920&portalid=0&mid=7592","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 February Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
7592,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=6ogmRr7KPS0%3d&tabid=1920&portalid=0&mid=7592","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 February Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
8259,2018,"May","2018 May/June NSC Exam Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=xRiClpVt_eQ%3d&tabid=2182&portalid=0&mid=8259","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 May Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
8259,2018,"May","2018 May/June NSC Exam Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=tMvYFcMTY5Y%3d&tabid=2182&portalid=0&mid=8259","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 May Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
8259,2018,"May","2018 May/June NSC Exam Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=BGBrWE08yrM%3d&tabid=2182&portalid=0&mid=8259","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 May Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
8259,2018,"May","2018 May/June NSC Exam Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=H3QJPLM60qc%3d&tabid=2182&portalid=0&mid=8259","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 May Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
7347,2017,"November","2017 November NSC Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=MN6w5r5uMYE%3d&tabid=1856&portalid=0&mid=7347","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 November Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
7347,2017,"November","2017 November NSC Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=FgVc1mPbTNI%3d&tabid=1856&portalid=0&mid=7347","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 November Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
7347,2017,"November","2017 November NSC Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=t0s4Yx913QE%3d&tabid=1856&portalid=0&mid=7347","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 November Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
7347,2017,"November","2017 November NSC Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=L5jZFQvQmGU%3d&tabid=1856&portalid=0&mid=7347","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 November Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
6386,2017,"February","2017 Feb/March NSC Exam Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=CT9vlN2SYmw%3d&tabid=1608&portalid=0&mid=6386","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 February Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
6386,2017,"February","2017 Feb/March NSC Exam Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Nq8vtskCzaE%3d&tabid=1608&portalid=0&mid=6386","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 February Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
6386,2017,"February","2017 Feb/March NSC Exam Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=kmoDnYrd6iA%3d&tabid=1608&portalid=0&mid=6386","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 February Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
6386,2017,"February","2017 Feb/March NSC Exam Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Z47BN2OBfE4%3d&tabid=1608&portalid=0&mid=6386","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 February Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
6176,2016,"November","2016 NSC Examinations (Oct/Nov)","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=k4UUPXGJDkw%3d&tabid=1508&portalid=0&mid=6176","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2016 November Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
6176,2016,"November","2016 NSC Examinations (Oct/Nov)","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=IsSfHwrwxIs%3d&tabid=1508&portalid=0&mid=6176","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2016 November Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
6176,2016,"November","2016 NSC Examinations (Oct/Nov)","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=V4Aour6HMmA%3d&tabid=1508&portalid=0&mid=6176","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2016 November Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
6176,2016,"November","2016 NSC Examinations (Oct/Nov)","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=GuGY2XN7SLM%3d&tabid=1508&portalid=0&mid=6176","hospitality studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2016 November Hospitality Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
4441,2016,"February","2016 Feb/March NSC Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=VXt5wlHvB-c%3d&tabid=1000&portalid=0&mid=4441","hospitality studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2016 February Hospitality Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
4441,2016,"February","2016 Feb/March NSC Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Is-a1Pt31zU%3d&tabid=1000&portalid=0&mid=4441","hospitality studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2016 February Hospitality Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
4441,2016,"February","2016 Feb/March NSC Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=7ccyMK7-t8k%3d&tabid=1000&portalid=0&mid=4441","hospitality studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2016 February Hospitality Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
