"Module_No.x","Exam_Year.x","Exam_Sitting.x","Title.x","Module_name.x.x","QP_URL","Module_name.y.x","Doc_Type.x","language.x","paper.x","annex.x","region.x","HL_SAL_FAL.x","control.x","DFkey2.x","DFkey","Module_No.y","Memo_URL","Module_name.y.y","DFkey2","subject","paper_no","regex_start","regex_end"
6384,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=2IpRbtWFO3Q%3d&tabid=1608&portalid=0&mid=6384","geography","application/pdf","english","paper 1",NA,"All",NA," ","geography paper 1","geography 2017 February paper 1 english NA All",6384,"https://www.education.gov.za/LinkClick.aspx?fileticket=C4ijplyVotk%3d&tabid=1608&portalid=0&mid=6384","geography","geography paper 1",NA,NA,NA,NA
6384,2017,"February","2017 Feb/March NSC Exam Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=uqkV_O5NmXc%3d&tabid=1608&portalid=0&mid=6384","geography","application/pdf","afrikaans","paper 2",NA,"All",NA," ","geography paper 2","geography 2017 February paper 2 afrikaans NA All",6384,"https://www.education.gov.za/LinkClick.aspx?fileticket=vHHRPlMDqHs%3d&tabid=1608&portalid=0&mid=6384","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
6384,2017,"February","2017 Feb/March NSC Exam Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=xyNRgdnbdNQ%3d&tabid=1608&portalid=0&mid=6384","geography","application/pdf","english","paper 2",NA,"All",NA," ","geography paper 2","geography 2017 February paper 2 english NA All",6384,"https://www.education.gov.za/LinkClick.aspx?fileticket=EBbpbHPPpG8%3d&tabid=1608&portalid=0&mid=6384","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
7345,2017,"November","2017 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=AIO7vcQjsaM%3d&tabid=1856&portalid=0&mid=7345","geography","application/pdf","afrikaans","paper 1",NA,"All",NA," ","geography paper 1","geography 2017 November paper 1 afrikaans NA All",7345,"https://www.education.gov.za/LinkClick.aspx?fileticket=D4Jn0__Koxo%3d&tabid=1856&portalid=0&mid=7345","geography","geography paper 1",NA,NA,NA,NA
7345,2017,"November","2017 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=YsGrD_fd1pU%3d&tabid=1856&portalid=0&mid=7345","geography","application/pdf","english","paper 1",NA,"All",NA," ","geography paper 1","geography 2017 November paper 1 english NA All",7345,"https://www.education.gov.za/LinkClick.aspx?fileticket=-mkd1TVuqQA%3d&tabid=1856&portalid=0&mid=7345","geography","geography paper 1",NA,NA,NA,NA
7345,2017,"November","2017 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=8sTXZUhkskU%3d&tabid=1856&portalid=0&mid=7345","geography","application/pdf","afrikaans","paper 2",NA,"All",NA," ","geography paper 2","geography 2017 November paper 2 afrikaans NA All",7345,"https://www.education.gov.za/LinkClick.aspx?fileticket=3ndJIoHwzGI%3d&tabid=1856&portalid=0&mid=7345","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
7345,2017,"November","2017 November NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=tulWy41cAjo%3d&tabid=1856&portalid=0&mid=7345","geography","application/pdf","english","paper 2",NA,"All",NA," ","geography paper 2","geography 2017 November paper 2 english NA All",7345,"https://www.education.gov.za/LinkClick.aspx?fileticket=s1LD3EX8v14%3d&tabid=1856&portalid=0&mid=7345","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
7590,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=mq8hYZ5CZDI%3d&tabid=1920&portalid=0&mid=7590","geography","application/pdf","afrikaans","paper 1",NA,"All",NA," ","geography paper 1","geography 2018 February paper 1 afrikaans NA All",7590,"https://www.education.gov.za/LinkClick.aspx?fileticket=97rerSJpBLg%3d&tabid=1920&portalid=0&mid=7590","geography","geography paper 1",NA,NA,NA,NA
7590,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Se80Gfqm41M%3d&tabid=1920&portalid=0&mid=7590","geography","application/pdf","english","paper 1",NA,"All",NA," ","geography paper 1","geography 2018 February paper 1 english NA All",7590,"https://www.education.gov.za/LinkClick.aspx?fileticket=CWnFtkM4ygU%3d&tabid=1920&portalid=0&mid=7590","geography","geography paper 1",NA,NA,NA,NA
7590,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=uC4UAzNaFok%3d&tabid=1920&portalid=0&mid=7590","geography","application/pdf","afrikaans","paper 2",NA,"All",NA," ","geography paper 2","geography 2018 February paper 2 afrikaans NA All",7590,"https://www.education.gov.za/LinkClick.aspx?fileticket=NrrZ8GCTSxs%3d&tabid=1920&portalid=0&mid=7590","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
7590,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Y8GBapUNtL4%3d&tabid=1920&portalid=0&mid=7590","geography","application/pdf","english","paper 2",NA,"All",NA," ","geography paper 2","geography 2018 February paper 2 english NA All",7590,"https://www.education.gov.za/LinkClick.aspx?fileticket=HmdnjT6dDJo%3d&tabid=1920&portalid=0&mid=7590","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
8257,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=J3-UAUKUn5g%3d&tabid=2182&portalid=0&mid=8257","geography","application/pdf","afrikaans","paper 1",NA,"All",NA," ","geography paper 1","geography 2018 May paper 1 afrikaans NA All",8257,"https://www.education.gov.za/LinkClick.aspx?fileticket=qesqcKqy_uw%3d&tabid=2182&portalid=0&mid=8257","geography","geography paper 1",NA,NA,NA,NA
8257,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=QhvJUVICN2c%3d&tabid=2182&portalid=0&mid=8257","geography","application/pdf","english","paper 1",NA,"All",NA," ","geography paper 1","geography 2018 May paper 1 english NA All",8257,"https://www.education.gov.za/LinkClick.aspx?fileticket=6VFkmUMs5jA%3d&tabid=2182&portalid=0&mid=8257","geography","geography paper 1",NA,NA,NA,NA
8257,2018,"May","2018 May/June NSC Exam Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=yV4ShjO-gy8%3d&tabid=2182&portalid=0&mid=8257","geography","application/pdf","afrikaans","paper 2",NA,"All",NA," ","geography paper 2","geography 2018 May paper 2 afrikaans NA All",8257,"https://www.education.gov.za/LinkClick.aspx?fileticket=oGCsjaTDgqM%3d&tabid=2182&portalid=0&mid=8257","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
8257,2018,"May","2018 May/June NSC Exam Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=dcrCMH2xQH4%3d&tabid=2182&portalid=0&mid=8257","geography","application/pdf","english","paper 2",NA,"All",NA," ","geography paper 2","geography 2018 May paper 2 english NA All",8257,"https://www.education.gov.za/LinkClick.aspx?fileticket=aOaHp32CaJc%3d&tabid=2182&portalid=0&mid=8257","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
8393,2018,"November","2018 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=kVoS6pkRYC0%3d&tabid=2268&portalid=0&mid=8393","geography","application/pdf","afrikaans","paper 1",NA,"All",NA," ","geography paper 1","geography 2018 November paper 1 afrikaans NA All",8393,"https://www.education.gov.za/LinkClick.aspx?fileticket=uPhIIn8-zVw%3d&tabid=2268&portalid=0&mid=8393","geography","geography paper 1",NA,NA,NA,NA
8393,2018,"November","2018 November NSC Examination Papers ","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=T6PMc84SMMU%3d&tabid=2268&portalid=0&mid=8393","geography","application/pdf","english","paper 1",NA,"All",NA," ","geography paper 1","geography 2018 November paper 1 english NA All",8393,"https://www.education.gov.za/LinkClick.aspx?fileticket=LTjv6_Uu0ds%3d&tabid=2268&portalid=0&mid=8393","geography","geography paper 1",NA,NA,NA,NA
8393,2018,"November","2018 November NSC Examination Papers ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=7In0IGy_7GY%3d&tabid=2268&portalid=0&mid=8393","geography","application/pdf","afrikaans","paper 2",NA,"All",NA," ","geography paper 2","geography 2018 November paper 2 afrikaans NA All",8393,"https://www.education.gov.za/LinkClick.aspx?fileticket=wjm699FpeaE%3d&tabid=2268&portalid=0&mid=8393","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
8393,2018,"November","2018 November NSC Examination Papers ","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=SyVEO7Woybo%3d&tabid=2268&portalid=0&mid=8393","geography","application/pdf","english","paper 2",NA,"All",NA," ","geography paper 2","geography 2018 November paper 2 english NA All",8393,"https://www.education.gov.za/LinkClick.aspx?fileticket=uMTatGRjfvI%3d&tabid=2268&portalid=0&mid=8393","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
8928,2019,"May","2019 May/June Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=8G5rf3xgHS0%3d&tabid=2468&portalid=0&mid=8928","geography","application/pdf","afrikaans","paper 1",NA,"All",NA," ","geography paper 1","geography 2019 May paper 1 afrikaans NA All",8928,"https://www.education.gov.za/LinkClick.aspx?fileticket=F5ozgjazJGU%3d&tabid=2468&portalid=0&mid=8928","geography","geography paper 1",NA,NA,NA,NA
8928,2019,"May","2019 May/June Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=FOSVGzDUsp0%3d&tabid=2468&portalid=0&mid=8928","geography","application/pdf","english","paper 1",NA,"All",NA," ","geography paper 1","geography 2019 May paper 1 english NA All",8928,"https://www.education.gov.za/LinkClick.aspx?fileticket=5gWyMrhQkpA%3d&tabid=2468&portalid=0&mid=8928","geography","geography paper 1",NA,NA,NA,NA
8928,2019,"May","2019 May/June Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=2HuSJqh7lcI%3d&tabid=2468&portalid=0&mid=8928","geography","application/pdf","afrikaans","paper 2",NA,"All",NA," ","geography paper 2","geography 2019 May paper 2 afrikaans NA All",8928,"https://www.education.gov.za/LinkClick.aspx?fileticket=oGCsjaTDgqM%3d&tabid=2468&portalid=0&mid=8928","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
8928,2019,"May","2019 May/June Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=YdTtpiVnXeY%3d&tabid=2468&portalid=0&mid=8928","geography","application/pdf","english","paper 2",NA,"All",NA," ","geography paper 2","geography 2019 May paper 2 english NA All",8928,"https://www.education.gov.za/LinkClick.aspx?fileticket=pvvcB67a57U%3d&tabid=2468&portalid=0&mid=8928","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
9626,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=gI9BtvKjR4U%3d&tabid=2702&portalid=0&mid=9626","geography","application/pdf","afrikaans","paper 1",NA,"All",NA," ","geography paper 1","geography 2020 November paper 1 afrikaans NA All",9626,"https://www.education.gov.za/LinkClick.aspx?fileticket=aIY5O2qmux0%3d&tabid=2702&portalid=0&mid=9626","geography","geography paper 1",NA,NA,NA,NA
9626,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=15WJ7q1PNB8%3d&tabid=2702&portalid=0&mid=9626","geography","application/pdf","english","paper 1",NA,"All",NA," ","geography paper 1","geography 2020 November paper 1 english NA All",9626,"https://www.education.gov.za/LinkClick.aspx?fileticket=cn9Kkpz31Vc%3d&tabid=2702&portalid=0&mid=9626","geography","geography paper 1",NA,NA,NA,NA
9626,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=RSl9Os_NXMg%3d&tabid=2702&portalid=0&mid=9626","geography","application/pdf","afrikaans","paper 2",NA,"All",NA," ","geography paper 2","geography 2020 November paper 2 afrikaans NA All",9626,"https://www.education.gov.za/LinkClick.aspx?fileticket=qxQp6CcFmMM%3d&tabid=2702&portalid=0&mid=9626","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
9626,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=4BeqbN365wE%3d&tabid=2702&portalid=0&mid=9626","geography","application/pdf","english","paper 2",NA,"All",NA," ","geography paper 2","geography 2020 November paper 2 english NA All",9626,"https://www.education.gov.za/LinkClick.aspx?fileticket=30JZK-o1FjY%3d&tabid=2702&portalid=0&mid=9626","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
9909,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=icgCmUj7GfI%3d&tabid=2837&portalid=0&mid=9909","geography","application/pdf","afrikaans","paper 1",NA,"All",NA," ","geography paper 1","geography 2021 May paper 1 afrikaans NA All",9909,"https://www.education.gov.za/LinkClick.aspx?fileticket=XtNy1Jdi6W0%3d&tabid=2837&portalid=0&mid=9909","geography","geography paper 1",NA,NA,NA,NA
9909,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=-qoqS7-qwpU%3d&tabid=2837&portalid=0&mid=9909","geography","application/pdf","english","paper 1",NA,"All",NA," ","geography paper 1","geography 2021 May paper 1 english NA All",9909,"https://www.education.gov.za/LinkClick.aspx?fileticket=-Mz4bBnN8BM%3d&tabid=2837&portalid=0&mid=9909","geography","geography paper 1",NA,NA,NA,NA
9909,2021,"May","2021 NSC/SC May/June Examinations","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=WMiv4inf5fE%3d&tabid=2837&portalid=0&mid=9909","geography","application/pdf","afrikaans","paper 2",NA,"All",NA," ","geography paper 2","geography 2021 May paper 2 afrikaans NA All",9909,"https://www.education.gov.za/LinkClick.aspx?fileticket=9Q1bGdGQF9g%3d&tabid=2837&portalid=0&mid=9909","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
9909,2021,"May","2021 NSC/SC May/June Examinations","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=nH-RIp0xQdg%3d&tabid=2837&portalid=0&mid=9909","geography","application/pdf","english","paper 2",NA,"All",NA," ","geography paper 2","geography 2021 May paper 2 english NA All",9909,"https://www.education.gov.za/LinkClick.aspx?fileticket=pQp_ghDGzx0%3d&tabid=2837&portalid=0&mid=9909","geography","geography paper 2","geography","Paper 2","1.1.1 ",1.2
2843,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Ojd_Nu8UEoM%3d&tabid=726&portalid=0&mid=2843","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2011 February paper 1 afrikaans NA All",2843,"https://www.education.gov.za/LinkClick.aspx?fileticket=FGSOuaV1d9Q%3d&tabid=726&portalid=0&mid=2843","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
2843,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=o9QnsAKpGnk%3d&tabid=726&portalid=0&mid=2843","hospitality studies","application/pdf","english","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2011 February paper 1 english NA All",2843,"https://www.education.gov.za/LinkClick.aspx?fileticket=CNhy_bW3Kw0%3d&tabid=726&portalid=0&mid=2843","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
2356,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3hORQNxuXzw%3d&tabid=649&portalid=0&mid=2356","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2012 February paper 1 afrikaans NA All",2356,"https://www.education.gov.za/LinkClick.aspx?fileticket=ehGEpQZXz7M%3d&tabid=649&portalid=0&mid=2356","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
2356,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=kYDWAip3uHU%3d&tabid=649&portalid=0&mid=2356","hospitality studies","application/pdf","english","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2012 February paper 1 english NA All",2356,"https://www.education.gov.za/LinkClick.aspx?fileticket=csAJ7-aYgm8%3d&tabid=649&portalid=0&mid=2356","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
1935,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=qU7a-A2Kl90%3d&tabid=610&portalid=0&mid=1935","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2013 February paper 1 afrikaans NA All",1935,"https://www.education.gov.za/LinkClick.aspx?fileticket=8TMAu15h3Rw%3d&tabid=610&portalid=0&mid=1935","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
1935,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=K-O7yrSg_eo%3d&tabid=610&portalid=0&mid=1935","hospitality studies","application/pdf","english","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2013 February paper 1 english NA All",1935,"https://www.education.gov.za/LinkClick.aspx?fileticket=kBRpwEpbv-A%3d&tabid=610&portalid=0&mid=1935","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
1668,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=E0NpLo5nX24%3d&tabid=584&portalid=0&mid=1668","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2014 February paper 1 afrikaans NA All",1668,"https://www.education.gov.za/LinkClick.aspx?fileticket=8TMAu15h3Rw%3d&tabid=584&portalid=0&mid=1668","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
1668,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=IcGeco2iPqQ%3d&tabid=584&portalid=0&mid=1668","hospitality studies","application/pdf","english","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2014 February paper 1 english NA All",1668,"https://www.education.gov.za/LinkClick.aspx?fileticket=kBRpwEpbv-A%3d&tabid=584&portalid=0&mid=1668","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
1519,2014,"November","2014 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=-JZxZv89e44%3d&tabid=568&portalid=0&mid=1519","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2014 November paper 1 afrikaans NA All",1519,"https://www.education.gov.za/LinkClick.aspx?fileticket=rn7ZQqTKLPQ%3d&tabid=568&portalid=0&mid=1519","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
1519,2014,"November","2014 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=G_dgNWnIEqI%3d&tabid=568&portalid=0&mid=1519","hospitality studies","application/pdf","english","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2014 November paper 1 english NA All",1519,"https://www.education.gov.za/LinkClick.aspx?fileticket=hLKy2m3KqSs%3d&tabid=568&portalid=0&mid=1519","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
2929,2015,"February","2015 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=_jb-LpZL45k%3d&tabid=730&portalid=0&mid=2929","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2015 February paper 1 afrikaans NA All",2929,"https://www.education.gov.za/LinkClick.aspx?fileticket=hjIrphvo6x4%3d&tabid=730&portalid=0&mid=2929","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
2929,2015,"February","2015 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=wTIFXPqxdr8%3d&tabid=730&portalid=0&mid=2929","hospitality studies","application/pdf","english","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2015 February paper 1 english NA All",2929,"https://www.education.gov.za/LinkClick.aspx?fileticket=95P4o7eWCK8%3d&tabid=730&portalid=0&mid=2929","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
4286,2015,"November","2015 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=2SzqyQYhv8s%3d&tabid=979&portalid=0&mid=4286","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2015 November paper 1 afrikaans NA All",4286,"https://www.education.gov.za/LinkClick.aspx?fileticket=hW259fU66z0%3d&tabid=979&portalid=0&mid=4286","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
4286,2015,"November","2015 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Wfj00Uh9qqg%3d&tabid=979&portalid=0&mid=4286","hospitality studies","application/pdf","english","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2015 November paper 1 english NA All",4286,"https://www.education.gov.za/LinkClick.aspx?fileticket=LqsJIZTGJ_c%3d&tabid=979&portalid=0&mid=4286","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
4441,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Is-a1Pt31zU%3d&tabid=1000&portalid=0&mid=4441","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2016 February paper 1 afrikaans NA All",4441,"https://www.education.gov.za/LinkClick.aspx?fileticket=VXt5wlHvB-c%3d&tabid=1000&portalid=0&mid=4441","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
4441,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Mz5YwPlixzc%3d&tabid=1000&portalid=0&mid=4441","hospitality studies","application/pdf","english","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2016 February paper 1 english NA All",4441,"https://www.education.gov.za/LinkClick.aspx?fileticket=7ccyMK7-t8k%3d&tabid=1000&portalid=0&mid=4441","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
6176,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=IsSfHwrwxIs%3d&tabid=1508&portalid=0&mid=6176","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2016 November paper 1 afrikaans NA All",6176,"https://www.education.gov.za/LinkClick.aspx?fileticket=k4UUPXGJDkw%3d&tabid=1508&portalid=0&mid=6176","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
6176,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=GuGY2XN7SLM%3d&tabid=1508&portalid=0&mid=6176","hospitality studies","application/pdf","english","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2016 November paper 1 english NA All",6176,"https://www.education.gov.za/LinkClick.aspx?fileticket=V4Aour6HMmA%3d&tabid=1508&portalid=0&mid=6176","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
6386,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Nq8vtskCzaE%3d&tabid=1608&portalid=0&mid=6386","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2017 February paper 1 afrikaans NA All",6386,"https://www.education.gov.za/LinkClick.aspx?fileticket=CT9vlN2SYmw%3d&tabid=1608&portalid=0&mid=6386","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
6386,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Z47BN2OBfE4%3d&tabid=1608&portalid=0&mid=6386","hospitality studies","application/pdf","english","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2017 February paper 1 english NA All",6386,"https://www.education.gov.za/LinkClick.aspx?fileticket=kmoDnYrd6iA%3d&tabid=1608&portalid=0&mid=6386","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
7347,2017,"November","2017 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=FgVc1mPbTNI%3d&tabid=1856&portalid=0&mid=7347","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2017 November paper 1 afrikaans NA All",7347,"https://www.education.gov.za/LinkClick.aspx?fileticket=MN6w5r5uMYE%3d&tabid=1856&portalid=0&mid=7347","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
7347,2017,"November","2017 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=L5jZFQvQmGU%3d&tabid=1856&portalid=0&mid=7347","hospitality studies","application/pdf","english","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2017 November paper 1 english NA All",7347,"https://www.education.gov.za/LinkClick.aspx?fileticket=t0s4Yx913QE%3d&tabid=1856&portalid=0&mid=7347","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
7592,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=cio1CEHAQXs%3d&tabid=1920&portalid=0&mid=7592","hospitality studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","hospitality studies paper 1","hospitality studies 2018 February paper 1 afrikaans NA All",7592,"https://www.education.gov.za/LinkClick.aspx?fileticket=HUV57TEGuYQ%3d&tabid=1920&portalid=0&mid=7592","hospitality studies","hospitality studies paper 1","hospitality studies","Paper 1","1.1.1 ",1.2
